Year,Exporting country,Importing country,Product,Value of the trade flow (thousands current USD),Quantity (in metric tons),description,Product category,hs4,hs2
2019,Marshall Isds,Zimbabwe,Articles of iron or steel,0.072,0.078,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Marshall Isds,Zimbabwe,Articles of iron or steel,0.038,0.041,"Cooking appliances and plate warmers: for solid fuel and fuels other than gas or liquid, of iron or steel",732119,7321,73
2019,Marshall Isds,Zimbabwe,Articles of iron or steel,0.261,0.278,"Domestic appliances: non-electric, parts thereof, of iron or steel",732190,7321,73
2019,Marshall Isds,Zimbabwe,Articles of iron or steel,0.058,0.062,"Cast iron: table, kitchen and other household articles and parts thereof, of cast iron, not enamelled",732391,7323,73
2019,Marshall Isds,Zimbabwe,Articles of iron or steel,0.005,0.005,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Marshall Isds,Spain,Articles of iron or steel,1229.958,1966.08,"Iron or steel (excluding cast iron or stainless steel): seamless, drill pipe, of a kind used in drilling for oil or gas",730423,7304,73
2019,Marshall Isds,Spain,Articles of iron or steel,0.071,0.08,"Steel, stainless: tube or pipe fittings, threaded elbows, bends and sleeves",730722,7307,73
2019,Marshall Isds,Spain,Articles of iron or steel,13.204,2.612,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Marshall Isds,Spain,Articles of iron or steel,1.227,7.14,"Iron or steel: cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",732599,7325,73
2019,Marshall Isds,Thailand,Articles of iron or steel,16.2,29.094,"Iron or steel wire: grill, netting and fencing, plated or coated with zinc",731441,7314,73
2019,Marshall Isds,Thailand,Articles of iron or steel,0.207,0.036,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Marshall Isds,North Macedonia,Articles of iron or steel,0.188,0.002,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Marshall Isds,United Kingdom,Articles of iron or steel,375.088,420.0,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing",731300,7313,73
2019,Palau,"Other Asia, nes",Articles of iron or steel,0.129,0.325,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Palau,Slovakia,Articles of iron or steel,0.007,0.001,"Steel, stainless: tube or pipe fittings, butt welding fittings",730723,7307,73
2019,Palau,United Arab Emirates,Articles of iron or steel,0.318,0.02,"Chain: parts n.e.c. in heading no. 7315, of iron or steel",731590,7315,73
2019,Papua New Guinea,Australia,Articles of iron or steel,4.022,0.352,"Iron or steel: tube or pipe fittings, threaded elbows, bends and sleeves, other than stainless steel",730792,7307,73
2019,Papua New Guinea,Australia,Articles of iron or steel,11.945,0.99,"Iron or steel: tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel",730799,7307,73
2019,Papua New Guinea,Australia,Articles of iron or steel,122.874,24.935,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",730900,7309,73
2019,Papua New Guinea,Australia,Articles of iron or steel,7.096,2.015,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Papua New Guinea,Australia,Articles of iron or steel,2.416,0.607,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Papua New Guinea,Australia,Articles of iron or steel,3.47,0.616,Iron or steel: threaded nuts,731816,7318,73
2019,Papua New Guinea,Australia,Articles of iron or steel,0.915,0.11,"Iron or steel: non-threaded washers, excluding spring and lock",731822,7318,73
2019,Papua New Guinea,Australia,Articles of iron or steel,6.611,0.578,"Iron or steel: non-threaded articles, n.e.c. in item no. 7318.2",731829,7318,73
2019,Papua New Guinea,Australia,Articles of iron or steel,3.532,0.667,"Iron (excluding cast) or steel: table, kitchen and other household articles and parts thereof, enamelled",732394,7323,73
2019,Papua New Guinea,Austria,Articles of iron or steel,6.628,0.372,"Air heaters and hot air distributors, (not electrically heated), incorporating a motor-driven fan or blower and parts thereof, of iron or steel",732290,7322,73
2019,Papua New Guinea,Belgium,Articles of iron or steel,1.684,0.002,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Papua New Guinea,Belgium,Articles of iron or steel,0.375,0.022,Iron or steel: helical springs and leaves for springs,732020,7320,73
2019,Papua New Guinea,Fiji,Articles of iron or steel,0.527,0.1,"Iron or steel (excluding cast iron): seamless, line pipe of a kind used for oil or gas pipelines, of stainless steel",730411,7304,73
2019,Papua New Guinea,Fiji,Articles of iron or steel,2.508,0.561,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Papua New Guinea,Fiji,Articles of iron or steel,5.421,0.1,"Chain: articulated link, (other than roller), of iron or steel",731512,7315,73
2019,Papua New Guinea,Fiji,Articles of iron or steel,3.113,0.72,"Iron or steel: threaded screws, bolts and nuts n.e.c. in item no. 7318.1",731819,7318,73
2019,Papua New Guinea,Fiji,Articles of iron or steel,0.056,0.1,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",732619,7326,73
2019,Papua New Guinea,Fiji,Articles of iron or steel,3.481,0.01,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Papua New Guinea,France,Articles of iron or steel,1.622,0.022,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Papua New Guinea,France,Articles of iron or steel,0.032,0.007,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Papua New Guinea,Indonesia,Articles of iron or steel,0.087,0.004,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Papua New Guinea,Rep. of Korea,Articles of iron or steel,79.331,54.057,"Iron or steel (excluding cast iron or stainless steel): seamless, drill pipe, of a kind used in drilling for oil or gas",730423,7304,73
2019,Papua New Guinea,Malaysia,Articles of iron or steel,20.365,6.186,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",730900,7309,73
2019,Papua New Guinea,Netherlands,Articles of iron or steel,3.894,0.207,"Iron or steel: plaited bands, slings and the like, not electrically insulated",731290,7312,73
2019,Papua New Guinea,Netherlands,Articles of iron or steel,8.35,0.029,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Papua New Guinea,Netherlands,Articles of iron or steel,5.921,0.2,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Papua New Guinea,New Zealand,Articles of iron or steel,91.547,34.763,"Iron or steel: structures and parts thereof, props and similar equipment for scaffolding, shuttering or pit-propping",730840,7308,73
2019,Papua New Guinea,New Zealand,Articles of iron or steel,0.39,0.235,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Papua New Guinea,New Zealand,Articles of iron or steel,0.411,0.33,Safety pins and other pins: of iron or steel,731940,7319,73
2019,Papua New Guinea,New Zealand,Articles of iron or steel,8.664,2.096,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",732619,7326,73
2019,Papua New Guinea,India,Articles of iron or steel,7.158,12.808,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Papua New Guinea,Singapore,Articles of iron or steel,0.717,22.6,"Reservoirs, tanks, vats and similar containers: for any material (excluding compressed or liquefied gas), of iron or steel, capacity exceeding 300l, whether or not lined or heat insulated",730900,7309,73
2019,Papua New Guinea,Singapore,Articles of iron or steel,39.966,549.97,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Papua New Guinea,Singapore,Articles of iron or steel,1.959,0.32,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Papua New Guinea,Switzerland,Articles of iron or steel,0.736,0.5,"Iron or non-alloy steel (excluding cast iron): tubes and pipes (not seamless), welded, of circular cross-section, n.e.c. in chapter 73",730630,7306,73
2019,Papua New Guinea,Switzerland,Articles of iron or steel,23.852,2.36,"Iron or steel: structures and parts thereof, props and similar equipment for scaffolding, shuttering or pit-propping",730840,7308,73
2019,Papua New Guinea,Switzerland,Articles of iron or steel,43.708,5.021,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Papua New Guinea,Switzerland,Articles of iron or steel,56.868,8.94,"Iron or steel: stranded wire, ropes and cables, not electrically insulated",731210,7312,73
2019,Papua New Guinea,Switzerland,Articles of iron or steel,2.472,0.05,"Chain: articulated link, roller, of iron or steel",731511,7315,73
2019,Papua New Guinea,Switzerland,Articles of iron or steel,2.281,0.6,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Papua New Guinea,Switzerland,Articles of iron or steel,186.257,8.539,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Papua New Guinea,Thailand,Articles of iron or steel,0.427,0.038,"Tanks, casks, drums, boxes and similar containers for any material (excluding compressed or liquefied gas) less than 50l capacity, n.e.c. in item no. 7310.2, of iron or steel",731029,7310,73
2019,Papua New Guinea,Thailand,Articles of iron or steel,0.051,0.006,"Cast iron: table, kitchen and other household articles and parts thereof, of cast iron, not enamelled",732391,7323,73
2019,Papua New Guinea,Thailand,Articles of iron or steel,0.009,0.001,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Papua New Guinea,Thailand,Articles of iron or steel,0.018,0.004,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323",732399,7323,73
2019,Papua New Guinea,Thailand,Articles of iron or steel,0.053,0.009,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Tonga,Australia,Articles of iron or steel,11.89,2.988,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Tonga,Australia,Articles of iron or steel,66.353,11.776,Iron or steel: threaded nuts,731816,7318,73
2019,Tonga,Canada,Articles of iron or steel,0.003,,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Tonga,France,Articles of iron or steel,3.247,0.295,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308",730890,7308,73
2019,Tonga,France,Articles of iron or steel,0.374,0.034,"Iron or steel: stranded wire, ropes and cables, not electrically insulated",731210,7312,73
2019,Tonga,France,Articles of iron or steel,5.913,0.523,"Iron or steel: plaited bands, slings and the like, not electrically insulated",731290,7312,73
2019,Tonga,France,Articles of iron or steel,0.115,0.01,Iron or steel: threaded nuts,731816,7318,73
2019,Tonga,France,Articles of iron or steel,0.014,0.001,"Iron or steel: non-threaded washers, excluding spring and lock",731822,7318,73
2019,Tonga,France,Articles of iron or steel,0.081,0.006,"Iron or steel: sanitary ware and parts thereof, excluding sinks, wash basins and baths",732490,7324,73
2019,Tonga,France,Articles of iron or steel,1.747,0.154,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Tonga,Singapore,Articles of iron or steel,0.035,0.005,Iron or steel: threaded self-tapping screws,731814,7318,73
2019,Tonga,Slovakia,Articles of iron or steel,0.011,0.002,"Steel, stainless: table, kitchen and other household articles and parts thereof",732393,7323,73
2019,Tuvalu,Azerbaijan,Articles of iron or steel,0.05,0.002,Iron or steel: threaded nuts,731816,7318,73
2019,Tuvalu,Bosnia Herzegovina,Articles of iron or steel,0.678,0.162,Iron or steel: threaded self-tapping screws,731814,7318,73
2019,Tuvalu,Bosnia Herzegovina,Articles of iron or steel,0.03,0.001,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Tuvalu,Fiji,Articles of iron or steel,18.908,1.03,"Containers for compressed or liquefied gas, of iron or steel",731100,7311,73
2019,Tuvalu,Fiji,Articles of iron or steel,2.72,1.0,"Iron or steel wire: grill, netting and fencing, welded at the intersection, n.e.c. in item no. 7314.20, (other than plated or coated with zinc)",731439,7314,73
2019,Tuvalu,France,Articles of iron or steel,0.023,0.002,"Chain: articulated link, roller, of iron or steel",731511,7315,73
2019,Tuvalu,France,Articles of iron or steel,0.246,0.033,"Iron or steel: non-threaded washers, excluding spring and lock",731822,7318,73
2019,Tuvalu,New Zealand,Articles of iron or steel,0.001,,Iron or steel: threaded nuts,731816,7318,73
2019,Tuvalu,Serbia,Articles of iron or steel,0.289,0.009,Iron or steel: threaded nuts,731816,7318,73
2019,Tuvalu,Slovakia,Articles of iron or steel,0.031,0.001,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Tuvalu,Slovenia,Articles of iron or steel,6.508,1.559,Iron or steel: threaded self-tapping screws,731814,7318,73
2019,Tuvalu,Slovenia,Articles of iron or steel,12.412,6.367,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Tuvalu,Slovenia,Articles of iron or steel,0.071,0.005,Iron or steel: threaded nuts,731816,7318,73
2019,Tuvalu,South Africa,Articles of iron or steel,0.002,,"Iron or steel: threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",731815,7318,73
2019,Tuvalu,Thailand,Articles of iron or steel,0.116,0.037,Iron or steel: wire articles,732620,7326,73
2019,Tuvalu,Tunisia,Articles of iron or steel,1.438,0.189,"Iron or steel: tube or pipe fittings, butt welding fittings, other than stainless steel",730793,7307,73
2019,Tuvalu,United Kingdom,Articles of iron or steel,14.189,0.001,Iron or steel: threaded nuts,731816,7318,73
2019,Samoa,Australia,Articles of iron or steel,176.118,31.356,Iron or steel: articles n.e.c. in heading 7326,732690,7326,73
2019,Samoa,Brazil,Articles of iron or steel,2.352,0.009,Iron or steel: threaded nuts,731816,7318,73
2019,Samoa,Brazil,Articles of iron or steel,0.098,0.001,"Iron or steel: articles n.e.c. in item no. 7326.11, forged or stamped, but not further worked",732619,7326,73
2019,Samoa,Canada,Articles of iron or steel,0.379,0.008,Iron or steel: helical springs and leaves for springs,732020,7320,73
